accountNumber,lastName,firstName,Age,Gender,customerMDN,Address,customerCity,customerState,customerZip,customerPlan,customerPlanDesc,customer,JSESSIONID
900000176,PRUITT,HARLAN,68,M,5553946344,6078 Wambool St.,SACRAMENTO,CA,95820,2100POST5L110,2100 Minute Family,SD3SL1FF700177,
900000177,MEADOWS,PERRY,52,M,4379417090,7450 Dawley Ln.,CINCINNATI,OH,45212,250PRE25,250 Minute Prepaid,SD3SL1FF700178,
900000178,COOK,HILLARY,30,F,2517795153,2644 Maysent Hwy.,POCATELLO,ID,83201,2100POST5L110,2100 Minute Family,SD3SL1FF700179,
900000179,FOREMAN,HAROLD,21,M,9739272782,7517 E Market St.,SACRAMENTO,CA,94277,ULPRE50,Unlimited Prepaid,SD3SL1FF700180,
900000180,MAYS,TOMMIE,57,F,2705877289,516 Magnolia Blossom Blvd.,FORT LAUDERDALE,FL,33306,250PRE25,250 Minute Prepaid,SD3SL1FF700181,
900000181,SPENCER,CARLOS,40,M,4152025738,570 Crossgate Ln.,SAN DIEGO,CA,92132,700POST5L70,700 Minute Family,SD3SL1FF700182,
900000182,STANLEY,BARBRA,31,F,7087954550,12132 Rose Cottage St.,LEXINGTON,KY,40516,250PRE25,250 Minute Prepaid,SD3SL1FF700183,
900000183,DODSON,MARLA,39,F,6039704490,15219 Macquarie Pkwy.,ALEXANDRIA,VA,22302,700POST5L70,700 Minute Family,SD3SL1FF700184,
900000184,DUNN,MARY,46,M,6450122013,14825 Tanzanite Way,HONOLULU,HI,96811,700POST5L70,700 Minute Family,SD3SL1FF700185,
900000185,BRIGGS,MARCOS,32,M,5047094648,417 Stourcliffe St.,LITTLETON,CO,80120,450POST40,450 Minute,SD3SL1FF700186,
900000186,BAUER,DOMINIQUE,29,M,2152524870,1495 Freathy Ln.,CLEVELAND,OH,44194,ULPOST70,Unlimited,SD3SL1FF700187,
900000187,JOYCE,VERONICA,19,F,5503703814,379 E A Blvd.,NEWARK,NJ,7102,1400POST5L90,1400 Minute Family,SD3SL1FF700188,
900000188,JAMES,DANIEL,23,M,8608859317,5695 Town Mead Ave.,OKLAHOMA CITY,OK,73164,900POST60,900 Minute,SD3SL1FF700189,
900000189,HALE,EDWIN,38,M,4576228088,281 Magazine Pkwy.,DES MOINES,IA,50347,700POST5L70,700 Minute Family,SD3SL1FF700190,
900000190,NASH,ALEXANDRIA,45,F,9496388877,18310 Boehm Dr.,TAMPA,FL,33635,700POST5L70,700 Minute Family,SD3SL1FF700191,
900000191,CONLEY,WILLIAM,50,M,5792762343,7969 Bouquet Blvd.,LAREDO,TX,78044,250PRE25,250 Minute Prepaid,SD3SL1FF700192,
900000192,COHEN,CLAUDIA,22,F,8637625849,19684 W Clover Dr.,PITTSBURGH,PA,15218,ULPOST5L120,2100 Minute Family,SD3SL1FF700193,
900000193,PITTS,IVY,24,F,4913304016,8837 Bensin St.,CHARLESTON,WV,25336,900POST60,900 Minute,SD3SL1FF700194,
900000194,DUFFY,TONIA,28,F,3344955443,14325 Woodlawn East Ave.,HONOLULU,HI,96816,700POST5L70,700 Minute Family,SD3SL1FF700195,
900000195,POWERS,BRIGITTE,51,F,8779342260,16534 Coward Hwy.,SIOUX FALLS,SD,57194,700POST5L70,700 Minute Family,SD3SL1FF700196,
900000196,PRATT,STEFAN,69,M,4257887003,17834 Kandra Ln.,PORT CHARLOTTE,FL,33953,ULPRE50,Unlimited Prepaid,SD3SL1FF700197,
900000197,SAV60,ZACHARIAH,60,M,2649125087,9396 Rodmarton Ln.,LOUISVILLE,KY,40243,700POST5L70,700 Minute Family,SD3SL1FF700198,
900000198,SMALL,CHRIS,32,M,3576465600,9132 Valnay Way,WOBURN,MA,1888,250PRE25,250 Minute Prepaid,SD3SL1FF700199,
900000199,BELL,BERNICE,48,F,2148429180,4512 Van Wormer Dr.,MINNEAPOLIS,MN,55488,ULPRE50,Unlimited Prepaid,SD3SL1FF700200,
900000200,HANCOCK,FELIX,32,M,7069284881,14234 S Skyline Pkwy.,CHATTANOOGA,TN,37404,450POST40,450 Minute,SD3SL1FF700201,
900000201,FRAZIER,JULIAN,47,M,9283725227,8366 Audrea Pkwy.,BAKERSFIELD,CA,93308,700POST5L70,700 Minute Family,SD3SL1FF700202,
900000202,FOREMAN,MISTY,40,F,5495182061,14170 Granite Ridge Way,BLOOMINGTON,IL,61791,1400POST5L90,1400 Minute Family,SD3SL1FF700203,
900000203,ALVAREZ,CONCETTA,55,F,3489823017,6163 Windrush Dr.,NEW BRUNSWICK,NJ,8906,450POST40,450 Minute,SD3SL1FF700204,
900000204,MAYS,MAMIE,70,F,8705429159,2371 E Hinsdale Blvd.,KANSAS CITY,MO,64128,ULPOST70,Unlimited,SD3SL1FF700205,
900000205,CHERRY,OLIN,28,M,9107462838,19038 Canvey Ave.,SAN JOSE,CA,95138,ULPRE50,Unlimited Prepaid,SD3SL1FF700206,
900000206,FINCH,ERNEST,30,M,4741629099,10411 Ammel Ave.,YORK,PA,17405,ULPOST70,Unlimited,SD3SL1FF700207,
900000207,P49,GRAHAM,49,M,9007959373,14325 Pymmes Green Ave.,SCRANTON,PA,18503,ULPRE50,Unlimited Prepaid,SD3SL1FF700208,
900000208,GOMEZ,LORRIE,45,F,7882047108,19981 Artarmon St.,FORT COLLINS,CO,80523,2100POST5L110,2100 Minute Family,SD3SL1FF700209,
900000209,HOUSE,EVA,68,F,5253449960,13007 Froehlich Farm Ln.,SAN JOSE,CA,95173,700POST5L70,700 Minute Family,SD3SL1FF700210,
900000210,MURPHY,MEREDITH,56,F,4367073179,16894 Litohenberg Fire Pkwy.,SAINT CLOUD,MN,56301,250PRE25,250 Minute Prepaid,SD3SL1FF700211,
900000211,RATLIFF,RAMIRO,23,M,3359731553,4221 Brae Loch Pkwy.,ORLANDO,FL,32826,700POST5L70,700 Minute Family,SD3SL1FF700212,
900000212,RANDOLPH,CHASE,42,M,3206278432,14736 Copper View St.,NORFOLK,VA,23551,1400POST5L90,1400 Minute Family,SD3SL1FF700213,
900000213,NORMAN,ANGELINE,68,F,7548344266,13447 Conkeyshaw Ln.,MINNEAPOLIS,MN,55418,ULPRE50,Unlimited Prepaid,SD3SL1FF700214,
900000214,HUMPHREY,TERRENCE,60,M,8218123714,14315 Elbrook Hwy.,TACOMA,WA,98447,700POST5L70,700 Minute Family,SD3SL1FF700215,
900000215,HODGES,ELLIOTT,38,M,8344522817,12525 Stansell Ave.,BEAUMONT,TX,77701,ULPOST70,Unlimited,SD3SL1FF700216,
900000216,VELAZQUEZ,STEFANIE,57,F,8587155909,6273 Tanyard Spring Blvd.,DALLAS,TX,75376,ULPRE2D,Unlimited Prepaid,SD3SL1FF700217,
900000217,ALVAREZ,VIRGIE,64,F,9588059107,5205 Koorool Blvd.,NORWALK,CT,6858,250PRE25,250 Minute Prepaid,SD3SL1FF700218,
900000218,NGUYEN,KIRBY,33,M,4506967768,10325 Slocom Way,MIAMI,FL,33178,ULPRE50,Unlimited Prepaid,SD3SL1FF700219,
900000219,HENDERSON,ESTELLE,39,F,3659276837,18912 Shady Glen Way,ROCHESTER,NY,14649,700POST5L70,700 Minute Family,SD3SL1FF700220,
900000220,MCGOWAN,LEE,61,F,3398907358,28 Butterscotch Ln.,HERNDON,VA,22092,ULPRE50,Unlimited Prepaid,SD3SL1FF700221,
900000221,BONNER,MONROE,67,M,8813295621,6458 E Sunnyslope Ln.,KNOXVILLE,TN,37922,900POST60,900 Minute,SD3SL1FF700222,
900000460,LIVINGSTON,DALLAS,56,M,5444603988,12134 Herons Nest Dr.,DALLAS,TX,75287,1400POST5L90,1400 Minute Family,SD3SL1FF700223,
900000223,CERVANTES,BERYL,40,F,7273679484,13907 Sherburne Hills Way,SPRINGFIELD,MA,1199,1400POST5L90,1400 Minute Family,SD3SL1FF700224,
900000224,SUTTON,DOLLIE,23,F,9993912416,10227 Red Pine Ave.,PHOENIX,AZ,85005,2100POST5L110,2100 Minute Family,SD3SL1FF700225,
900000225,BARKER,BRENTON,22,M,8348313810,12487 Linda Bee Way,CINCINNATI,OH,45242,250PRE25,250 Minute Prepaid,SD3SL1FF700226,
900000226,ESTES,GIL,62,M,5362147032,18826 Marinna Blvd.,SAINT LOUIS,MO,63108,ULPRE50,Unlimited Prepaid,SD3SL1FF700227,
900000227,MORROW,SHANNON,58,M,6505853104,8690 Bloom St.,ANN ARBOR,MI,48103,ULPOST70,Unlimited,SD3SL1FF700228,
900000228,TERRY,FRANCES,69,F,6388899916,548 Transvaal Way,CORONA,CA,92881,5503L60,550 Minute Family,SD3SL1FF700229,
900000229,TODD,WILLIE,67,M,5005189368,10524 Bernisdale Way,MIAMI,FL,33124,700POST5L70,700 Minute Family,SD3SL1FF700230,
900000230,ERICKSON,MONIQUE,36,F,9256974783,14849 Upper Lock Blvd.,SAINT LOUIS,MO,63178,1400POST5L90,1400 Minute Family,SD3SL1FF700231,
900000231,RAMOS,HIRAM,57,M,7848658351,17990 Golden View Pkwy.,HOUSTON,TX,77009,250PRE25,250 Minute Prepaid,SD3SL1FF700232,
900000232,POWELL,SAMUEL,61,M,8159883879,1788 N Rose Dr.,NEW ORLEANS,LA,70166,900POST60,900 Minute,SD3SL1FF700233,
900000233,WALSH,GABRIELLE,44,F,5854263675,2613 Stein Pkwy.,RALEIGH,NC,27635,250PRE25,250 Minute Prepaid,SD3SL1FF700234,
900000234,LEE,JAN,27,F,6187469127,253 Blandsford Pkwy.,TUCSON,AZ,85755,700POST5L70,700 Minute Family,SD3SL1FF700235,
900000235,FRANCIS,ROXIE,35,F,3965627063,17587 Ranfurly Dr.,JACKSON,MS,39269,2100POST5L110,2100 Minute Family,SD3SL1FF700236,
900000236,SIMON,TOMAS,18,M,8039787294,16746 Moczygemba Ln.,TULSA,OK,74172,2100POST5L110,2100 Minute Family,SD3SL1FF700237,
900000237,NOLAN,MATTHEW,50,M,7169523202,10839 Farrar Farm St.,IRVING,TX,75017,250PRE25,250 Minute Prepaid,SD3SL1FF700238,
900000238,CROSS,TERRY,50,M,5552745763,6725 Tile Kiln Ln.,FORT WORTH,TX,76119,700POST5L70,700 Minute Family,SD3SL1FF700239,
900000239,WARE,JOHN,59,F,5105284442,17065 West Common Ave.,KANSAS CITY,MO,64130,2100POST5L110,2100 Minute Family,SD3SL1FF700240,
900000240,MORENO,GAY,64,F,2207682403,7056 Papworth Ave.,MONTGOMERY,AL,36132,ULPRE50,Unlimited Prepaid,SD3SL1FF700241,
900000241,MARKS,LINDSAY,52,F,9896657099,4779 South Pkwy.,SPOKANE,WA,99210,2100POST5L110,2100 Minute Family,SD3SL1FF700242,
900000242,BARLOW,MEREDITH,22,F,9673397145,6323 Farmers Cliff Blvd.,PITTSBURGH,PA,15268,700POST5L70,700 Minute Family,SD3SL1FF700243,
900000243,WHITNEY,KATHIE,34,F,8277205837,15161 Oakfield St.,NEW YORK,NY,10272,450POST40,450 Minute,SD3SL1FF700244,
900000244,ROBERSON,JED,49,M,6646342496,14361 Lower Boxley Ln.,DURHAM,NC,27712,250PRE25,250 Minute Prepaid,SD3SL1FF700245,
900000245,BARRON,FLORENCE,32,F,6163574030,15132 Poko Blvd.,ORLANDO,FL,32859,5503L60,550 Minute Family,SD3SL1FF700246,
900000246,ROBINSON,ROBIN,44,F,9365382218,7987 Minot Ln.,VALDOSTA,GA,31698,250PRE25,250 Minute Prepaid,SD3SL1FF700247,
900000247,DAY,JONAS,45,M,4992825051,4268 Dockside Ave.,CONROE,TX,77303,ULPRE2D,Unlimited Prepaid,SD3SL1FF700248,
900000248,RHODES,ROBIN,41,F,3552822703,18137 N National Ln.,SIOUX CITY,IA,51102,5503L60,550 Minute Family,SD3SL1FF700249,
900000249,SLATER,GREGORIO,49,M,6404275892,3485 Cruick Pkwy.,DENVER,CO,80241,900POST60,900 Minute,SD3SL1FF700250,
900000250,CARLSON,JEFFRY,53,M,4679962423,14714 Lewinsville Blvd.,VAN NUYS,CA,91410,ULPRE2D,Unlimited Prepaid,SD3SL1FF700251,
900000251,HOBBS,PANSY,25,F,2449918021,19400 Chappellwood St.,ATLANTA,GA,30364,2100POST5L110,2100 Minute Family,SD3SL1FF700252,
900000252,LEON,FRANKIE,51,M,8732995978,11502 West Walnut Grove Ln.,MERIDIAN,MS,39302,700POST5L70,700 Minute Family,SD3SL1FF700253,
900000253,TYLER,ESMERALDA,36,F,9743189243,6794 Bokel Dr.,NASHVILLE,TN,37247,5503L60,550 Minute Family,SD3SL1FF700254,
900000254,PARKS,ELLIOTT,50,M,4292757528,4486 Gusty Dr.,AUSTIN,TX,78716,1400POST5L90,1400 Minute Family,SD3SL1FF700255,
900000255,JOSEPH,JEFFEREY,63,M,9769075524,17838 Viers Way,ANCHORAGE,AK,99515,700POST5L70,700 Minute Family,SD3SL1FF700256,
900000256,WOLFE,CARLTON,27,M,4314035793,8876 Overens St.,DETROIT,MI,48204,2100POST5L110,2100 Minute Family,SD3SL1FF700257,
900000257,TYSON,TANISHA,41,F,4746724963,13294 Viewhill Way,HUNTSVILLE,AL,35811,700POST5L70,700 Minute Family,SD3SL1FF700258,
900000258,PHELPS,TISHA,26,F,3345897841,18552 Forrest Hill Dr.,WASHINGTON,DC,20238,250PRE25,250 Minute Prepaid,SD3SL1FF700259,
900000259,RILEY,DOLLIE,54,F,6675096516,17075 Mole Hill Green Ln.,SACRAMENTO,CA,94271,5503L60,550 Minute Family,SD3SL1FF700260,
900000260,PETERSEN,COURTNEY,54,M,4079828003,11757 Critchmere Ln.,MONTGOMERY,AL,36191,250PRE25,250 Minute Prepaid,SD3SL1FF700261,
900000261,LONG,ANGELINE,64,F,3038584552,17909 E Hardy Ave.,PASADENA,CA,91101,2100POST5L110,2100 Minute Family,SD3SL1FF700262,
900000262,WARREN,NIGEL,29,M,2188149843,13807 Malloy Blvd.,MINNEAPOLIS,MN,55474,900POST60,900 Minute,SD3SL1FF700263,
900000263,ROSS,BRIDGETTE,30,F,5708306880,13233 Stephanie Marie Ave.,CLEARWATER,FL,33755,ULPOST5L120,2100 Minute Family,SD3SL1FF700264,
900000264,SHARPE,URSULA,56,F,5162517353,1991 Bowden Hey Blvd.,PHILADELPHIA,PA,19161,900POST60,900 Minute,SD3SL1FF700265,
900000265,SCHNEIDER,DEAN,21,M,5057846933,7836 South Bolton St.,HARRISBURG,PA,17102,2100POST5L110,2100 Minute Family,SD3SL1FF700266,
900000266,SNIDER,AL,66,M,3109942471,3048 Rose Crest Blvd.,SEATTLE,WA,98126,450POST40,450 Minute,SD3SL1FF700267,
900000267,COTTON,JAME,18,M,8888986792,9033 Dinorben Dr.,HOUSTON,TX,77097,ULPRE50,Unlimited Prepaid,SD3SL1FF700268,
900000268,MCINTOSH,ULYSSES,28,M,7947915147,11690 W South Pkwy.,SACRAMENTO,CA,95866,ULPRE50,Unlimited Prepaid,SD3SL1FF700269,
900000269,GREER,AURORA,56,F,9319259461,4224 N Midlothian Dr.,ATLANTA,GA,30356,250PRE25,250 Minute Prepaid,SD3SL1FF700270,
900000270,KEITH,NEWTON,53,M,8868083503,4418 Liscombe Dr.,MINNEAPOLIS,MN,55410,900POST60,900 Minute,SD3SL1FF700271,
900000271,COTE,RACHAEL,69,F,8289764598,10007 N Fairfield Hwy.,KNOXVILLE,TN,37922,700POST5L70,700 Minute Family,SD3SL1FF700272,
900000272,HERMAN,ALFRED,58,M,5094662259,16800 Mabry Pkwy.,BRYAN,TX,77808,5503L60,550 Minute Family,SD3SL1FF700273,
900000273,MARSHALL,ANDREA,37,F,6965995055,9636 Jezreels Ln.,FORT WORTH,TX,76198,ULPRE50,Unlimited Prepaid,SD3SL1FF700274,
900000274,STANTON,STUART,21,M,8080329363,12060 Badger Hall St.,HARRISBURG,PA,17102,700POST5L70,700 Minute Family,SD3SL1FF700275,
900000275,WALLER,HAZEL,55,F,4216593925,2229 Teague St.,GAINESVILLE,FL,32606,250PRE25,250 Minute Prepaid,SD3SL1FF700276,
900000276,STEIN,AMALIA,51,F,6557507176,15448 Rindle St.,BOSTON,MA,2118,700POST5L70,700 Minute Family,SD3SL1FF700277,
900000277,EWING,BART,32,M,3069625482,15719 Livery St.,ALBUQUERQUE,NM,87154,ULPRE50,Unlimited Prepaid,SD3SL1FF700278,
900000278,HARMON,WARD,31,M,5637024966,15565 Bridgevale St.,DES MOINES,IA,50947,ULPRE2D,Unlimited Prepaid,SD3SL1FF700279,
900000279,ONEILL,MARC,45,M,2016292829,14729 Pontefract Way,LAS CRUCES,NM,88011,1400POST5L90,1400 Minute Family,SD3SL1FF700280,
900000280,WELLS,ABE,65,M,4468603841,19737 Expando Ave.,PASADENA,CA,91109,ULPRE50,Unlimited Prepaid,SD3SL1FF700281,
900000281,RICHARDSON,CAMILLE,65,F,5659663242,17878 Harsek St.,LONG BEACH,CA,90809,1400POST5L90,1400 Minute Family,SD3SL1FF700282,
900000282,HOLDEN,LEONEL,70,M,6234482936,11259 Lower Shear Creek Ln.,LAS VEGAS,NV,89152,700POST5L70,700 Minute Family,SD3SL1FF700283,
900000283,CASEY,ALFONZO,38,M,2075839303,5652 Quinten Pkwy.,DES MOINES,IA,50396,5503L60,550 Minute Family,SD3SL1FF700284,
900000284,MENDOZA,ALISSA,66,F,4197483774,5934 Stones Throw Dr.,TEMPLE,TX,76508,250PRE25,250 Minute Prepaid,SD3SL1FF700285,
900000285,DONALDSON,NORRIS,63,M,9385272848,7724 Caddell Dr.,SAN JOSE,CA,95101,1400POST5L90,1400 Minute Family,SD3SL1FF700286,
900000286,SHIELDS,KENTON,57,M,5109619438,14278 Mink Trap Way,WICHITA,KS,67208,5503L60,550 Minute Family,SD3SL1FF700287,
900000287,WILKINS,ANGELITA,34,F,7738682483,10772 W Horseshoe Ave.,WATERBURY,CT,6702,700POST5L70,700 Minute Family,SD3SL1FF700288,
900000288,CORTEZ,KIM,30,M,3452929872,3259 The Point Way,NEW HAVEN,CT,6538,2100POST5L110,2100 Minute Family,SD3SL1FF700289,
900000289,RICE,SHERI,39,F,5108893225,18916 Selman St.,TULSA,OK,74110,700POST5L70,700 Minute Family,SD3SL1FF700290,
900000290,HAWKINS,TRAVIS,53,M,3105687271,118 Saw Mill Pond St.,BATON ROUGE,LA,70898,ULPRE2D,Unlimited Prepaid,SD3SL1FF700291,
900000291,JENNINGS,DEBBIE,20,F,2344672896,10618 Bewbush Blvd.,BIRMINGHAM,AL,35293,450POST40,450 Minute,SD3SL1FF700292,
900000292,WALTON,SIMON,66,M,3546767367,12359 Spearing Ave.,EAST SAINT LOUIS,IL,62201,450POST40,450 Minute,SD3SL1FF700293,
900000293,ASHLEY,CALLIE,33,F,4973766082,18021 SE Brighton Ave.,HOUSTON,TX,77277,700POST5L70,700 Minute Family,SD3SL1FF700294,
900000294,FROST,FRANCES,53,F,8892726818,8896 Adcroft Dr.,ERIE,PA,16544,ULPOST5L120,2100 Minute Family,SD3SL1FF700295,
900000295,HOLDER,ANGELA,18,F,4944023335,10022 Mound View Dr.,SAN DIEGO,CA,92142,250PRE25,250 Minute Prepaid,SD3SL1FF700296,
900000296,MOLINA,GEOFFREY,35,M,8054586119,8935 Hepworth Pkwy.,WASHINGTON,DC,20223,450POST40,450 Minute,SD3SL1FF700297,
900000297,LEWIS,BEN,58,M,8455384670,2038 Riverrun Pkwy.,NEWPORT NEWS,VA,23603,250PRE25,250 Minute Prepaid,SD3SL1FF700298,
900000298,RANDALL,GRAHAM,56,M,4955147810,13784 Hightimber Pkwy.,PASADENA,CA,91182,ULPRE2D,Unlimited Prepaid,SD3SL1FF700299,
900000299,RIVERA,JIMMIE,47,M,5476325796,12236 Tibbett Pkwy.,CHARLESTON,WV,25375,1400POST5L90,1400 Minute Family,SD3SL1FF700300,
900000300,SLATER,ANTONY,23,M,9447298376,11535 North Winchester Dr.,PHOENIX,AZ,85037,1400POST5L90,1400 Minute Family,SD3SL1FF700301,
900000301,GIBSON,DARREL,44,M,6161422034,5410 Treehaven Dr.,ALBANY,NY,12244,450POST40,450 Minute,SD3SL1FF700302,
900000302,DANIEL,HEIDI,37,F,3354174319,5898 Lindsay St.,SAN FRANCISCO,CA,94161,1400POST5L90,1400 Minute Family,SD3SL1FF700303,
900000303,FERRELL,REID,31,M,4739924331,17819 River Woods Pkwy.,WASHINGTON,DC,20012,1400POST5L90,1400 Minute Family,SD3SL1FF700304,
900000304,JOYNER,JOESPH,18,M,7778623603,12726 Innings Way,CHARLESTON,SC,29424,250PRE25,250 Minute Prepaid,SD3SL1FF700305,
900000305,SAUNDERS,KERI,18,F,2624223766,4818 Borella Ln.,FALLS CHURCH,VA,22041,700POST5L70,700 Minute Family,SD3SL1FF700306,
900000306,FOLEY,KELLEY,64,F,7873457048,14892 Bosko St.,BILLINGS,MT,59101,700POST5L70,700 Minute Family,SD3SL1FF700307,
900000307,HERMAN,ODELL,35,M,4857976977,8557 Kent Fire Ln.,WASHINGTON,DC,20216,250PRE25,250 Minute Prepaid,SD3SL1FF700308,
900000308,HAWKINS,MILO,38,M,4264807972,6815 North Canyon Pkwy.,BROOKLYN,NY,11230,ULPRE50,Unlimited Prepaid,SD3SL1FF700309,
900000309,VASQUEZ,CONSTANCE,68,F,7492445193,1010 Kirkstall Hill Eden Hwy.,WINSTON SALEM,NC,27157,900POST60,900 Minute,SD3SL1FF700310,
900000310,STEPHENS,JARVIS,67,M,5148305137,1149 Quarry Bank Blvd.,WASHINGTON,DC,20578,1400POST5L90,1400 Minute Family,SD3SL1FF700311,
900000311,HERNANDEZ,NOEL,47,M,5756455441,19500 Darrick Blvd.,OKLAHOMA CITY,OK,73127,ULPRE50,Unlimited Prepaid,SD3SL1FF700312,
900000312,HOWELL,HOPE,34,F,7939413870,18169 West Harder Pkwy.,ROCHESTER,NY,14673,250PRE25,250 Minute Prepaid,SD3SL1FF700313,
900000313,WALKER,VICKIE,70,F,3184949247,541 Moody Dr.,LOUISVILLE,KY,40242,ULPOST5L120,2100 Minute Family,SD3SL1FF700314,
900000314,OSBORNE,HILLARY,54,F,3603996679,17891 Kings Gate Dr.,SAINT AUGUSTINE,FL,32080,ULPRE50,Unlimited Prepaid,SD3SL1FF700315,
900000315,PENA,MATTIE,55,F,6148747323,19458 Marchi St.,SAN DIEGO,CA,92190,ULPOST70,Unlimited,SD3SL1FF700316,
900000316,SCOTT,SON,53,M,2589487189,11736 Collard St.,DES MOINES,IA,50306,ULPOST5L120,2100 Minute Family,SD3SL1FF700317,
900000317,CHAMBERS,BRANDEN,55,M,9469019703,19515 Bonnymead Pkwy.,INDIANAPOLIS,IN,46260,250PRE25,250 Minute Prepaid,SD3SL1FF700318,
900000318,GARRETT,DEANDRE,60,M,2088937123,900 Lawling Ave.,MEMPHIS,TN,38147,ULPRE50,Unlimited Prepaid,SD3SL1FF700319,
900000319,MCCORMICK,SIMON,54,M,6159357474,16099 Rybrook Ln.,TROY,MI,48085,900POST60,900 Minute,SD3SL1FF700320,
900000320,WARD,JEROME,30,M,9786827354,4922 Emerald Green Way,MILWAUKEE,WI,53219,ULPRE50,Unlimited Prepaid,SD3SL1FF700321,
900000321,RIVERS,PRESTON,22,M,8505467243,5073 Nell Gwynne Way,DENVER,CO,80216,5503L60,550 Minute Family,SD3SL1FF700322,
900000322,BANKS,NUMBERS,26,M,5336914607,13123 Yaffle Blvd.,WOBURN,MA,1815,ULPRE2D,Unlimited Prepaid,SD3SL1FF700323,
900000323,FLYNN,GRACE,40,F,5038823505,2699 Withy St.,SIOUX FALLS,SD,57197,450POST40,450 Minute,SD3SL1FF700324,
900000324,RANDALL,MEAGAN,70,F,9289423958,3704 Atrebatti St.,LYNCHBURG,VA,24513,450POST40,450 Minute,SD3SL1FF700325,
900000325,REED,BLANCHE,25,F,6459622366,18048 Ajax St.,FORT WAYNE,IN,46899,ULPRE50,Unlimited Prepaid,SD3SL1FF700326,
900000326,OCONNOR,ISABELLA,59,F,5463082822,15228 Ring Dove Blvd.,OMAHA,NE,68176,250PRE25,250 Minute Prepaid,SD3SL1FF700327,
900000327,MEJIA,GUADALUPE,36,F,8133158336,5144 Natalie Joy Dr.,FORT WORTH,TX,76191,ULPRE50,Unlimited Prepaid,SD3SL1FF700328,
900000328,COMPTON,MEREDITH,32,F,3037523880,15817 Whitesell Ln.,PITTSBURGH,PA,15219,250PRE25,250 Minute Prepaid,SD3SL1FF700329,
900000329,GOFF,ANNA,43,F,6535222661,2956 Talbott Blvd.,ATHENS,GA,30606,ULPRE50,Unlimited Prepaid,SD3SL1FF700330,
900000330,BURGESS,ROSANNA,39,F,2659227863,992 Torokina Dr.,PEORIA,AZ,85385,450POST40,450 Minute,SD3SL1FF700331,
900000331,WATERS,NELL,33,F,6172023723,6249 Konish Way,EVERETT,WA,98204,ULPOST70,Unlimited,SD3SL1FF700332,
900000332,LUNA,JOANNA,18,F,7232463529,12854 Hungry Hollow Blvd.,ATLANTA,GA,31198,700POST5L70,700 Minute Family,SD3SL1FF700333,
900000333,RATLIFF,OLIVER,29,M,4702445076,8542 Granite Ridge Ave.,KANSAS CITY,MO,64105,900POST60,900 Minute,SD3SL1FF700334,
900000334,TERRELL,MAXWELL,62,M,4741826989,18889 Heverham Blvd.,SANTA CLARA,CA,95056,ULPRE2D,Unlimited Prepaid,SD3SL1FF700335,
900000335,ANTHONY,SAM,56,M,7530322011,17409 Sisalbed Way,FORT COLLINS,CO,80522,5503L60,550 Minute Family,SD3SL1FF700336,
900000336,DOMINGUEZ,JODI,46,F,2157508403,4816 Jefferon Blvd.,AIKEN,SC,29803,1400POST5L90,1400 Minute Family,SD3SL1FF700337,
900000337,LE,TANYA,37,F,7835012747,6386 Calero Hills Dr.,LAS VEGAS,NV,89104,450POST40,450 Minute,SD3SL1FF700338,
900000338,ROCHA,BOBBY,45,M,6604742850,16376 Vidal Pkwy.,WASHINGTON,DC,20532,2100POST5L110,2100 Minute Family,SD3SL1FF700339,
900000339,ALLISON,DANNY,69,M,2948423629,13024 Newhall St.,MEMPHIS,TN,38147,5503L60,550 Minute Family,SD3SL1FF700340,
900000340,PIERCE,BRENDA,55,F,9402648134,3985 Nicholsen Dr.,CHICAGO,IL,60624,ULPOST5L120,2100 Minute Family,SD3SL1FF700341,
900000341,BENDER,CYRIL,52,M,5988316210,1470 Lord Hills Ln.,MIAMI,FL,33138,1400POST5L90,1400 Minute Family,SD3SL1FF700342,
900000342,BOONE,JARRED,62,M,5642495809,18583 Gas St.,TUCSON,AZ,85743,ULPRE50,Unlimited Prepaid,SD3SL1FF700343,
900000343,ESPINOZA,CELESTE,64,F,5116088389,6101 N Leibert St.,HOUSTON,TX,77277,5503L60,550 Minute Family,SD3SL1FF700344,
900000344,CHASE,LEIGH,56,F,3088104234,12456 Bertolli St.,MINNEAPOLIS,MN,55439,5503L60,550 Minute Family,SD3SL1FF700345,
900000345,PRESTON,LAMONT,43,M,3094116319,10143 Brickworks Pkwy.,LITTLETON,CO,80165,900POST60,900 Minute,SD3SL1FF700346,
900000346,BRAY,DANA,29,M,8612384506,16828 Van Dorn Pkwy.,NAPERVILLE,IL,60540,ULPRE2D,Unlimited Prepaid,SD3SL1FF700347,
900000347,FISCHER,EARLINE,28,F,5406078796,6392 La Verne St.,PENSACOLA,FL,32509,450POST40,450 Minute,SD3SL1FF700348,
900000348,DILLON,FREEMAN,29,M,9804253593,7223 E Wynstone Dr.,DALLAS,TX,75379,250PRE25,250 Minute Prepaid,SD3SL1FF700349,
900000349,CHANDLER,ELOISE,69,F,4793187487,9533 West Lonnquist Pkwy.,CLEVELAND,OH,44191,1400POST5L90,1400 Minute Family,SD3SL1FF700350,
900000350,CANNON,DEON,49,M,3056352753,14531 Wulfstan Dr.,HOLLYWOOD,FL,33029,5503L60,550 Minute Family,SD3SL1FF700351,
